ID: 1, age: 90, gender: 13, martial: 70, race: 61, birth: 74, lang: 10, occ: 24, income: 5
ID: 74, age: 49, gender: 41, martial: 44, race: 24, birth: 33, lang: 57, occ: 38, income: 25
ID: 75, age: 94, gender: 18, martial: 1, race: 81, birth: 47, lang: 11, occ: 23, income: 86
ID: 76, age: 51, gender: 50, martial: 12, race: 85, birth: 6, lang: 50, occ: 59, income: 2
ID: 77, age: 61, gender: 72, martial: 12, race: 36, birth: 14, lang: 70, occ: 82, income: 38
ID: 78, age: 12, gender: 28, martial: 88, race: 74, birth: 78, lang: 95, occ: 29, income: 2
ID: 79, age: 95, gender: 38, martial: 30, race: 92, birth: 44, lang: 60, occ: 39, income: 11
ID: 80, age: 43, gender: 29, martial: 51, race: 53, birth: 26, lang: 1, occ: 40, income: 41
ID: 81, age: 18, gender: 35, martial: 81, race: 16, birth: 21, lang: 57, occ: 51, income: 85
ID: 82, age: 33, gender: 1, martial: 77, race: 70, birth: 88, lang: 97, occ: 82, income: 62
ID: 83, age: 36, gender: 8, martial: 67, race: 95, birth: 61, lang: 77, occ: 13, income: 68
ID: 84, age: 49, gender: 8, martial: 95, race: 12, birth: 13, lang: 14, occ: 61, income: 8
ID: 85, age: 60, gender: 33, martial: 58, race: 98, birth: 62, lang: 23, occ: 17, income: 46
ID: 86, age: 79, gender: 95, martial: 2, race: 11, birth: 62, lang: 49, occ: 82, income: 92
ID: 87, age: 51, gender: 98, martial: 48, race: 91, birth: 10, lang: 40, occ: 24, income: 15
ID: 88, age: 5, gender: 75, martial: 24, race: 7, birth: 73, lang: 16, occ: 12, income: 9
ID: 89, age: 52, gender: 4, martial: 53, race: 60, birth: 91, lang: 20, occ: 50, income: 93
ID: 90, age: 74, gender: 77, martial: 61, race: 7, birth: 98, lang: 14, occ: 5, income: 87
ID: 91, age: 80, gender: 32, martial: 82, race: 18, birth: 28, lang: 84, occ: 70, income: 85
ID: 92, age: 70, gender: 58, martial: 80, race: 77, birth: 53, lang: 5, occ: 0, income: 46
ID: 93, age: 22, gender: 94, martial: 18, race: 35, birth: 42, lang: 62, occ: 30, income: 82
ID: 94, age: 58, gender: 56, martial: 50, race: 21, birth: 82, lang: 20, occ: 60, income: 23
ID: 95, age: 72, gender: 22, martial: 71, race: 26, birth: 90, lang: 39, occ: 92, income: 20
ID: 96, age: 43, gender: 19, martial: 87, race: 60, birth: 48, lang: 77, occ: 28, income: 71
ID: 97, age: 78, gender: 28, martial: 32, race: 3, birth: 53, lang: 37, occ: 33, income: 18
ID: 98, age: 22, gender: 24, martial: 68, race: 50, birth: 66, lang: 60, occ: 0, income: 92
ID: 99, age: 10, gender: 10, martial: 87, race: 86, birth: 38, lang: 65, occ: 15, income: 60
ID: 100, age: 44, gender: 75, martial: 81, race: 74, birth: 80, lang: 10, occ: 87, income: 67
ID: 101, age: 89, gender: 47, martial: 26, race: 44, birth: 69, lang: 98, occ: 12, income: 14
ID: 102, age: 87, gender: 51, martial: 31, race: 27, birth: 29, lang: 55, occ: 59, income: 26
ID: 103, age: 75, gender: 95, martial: 87, race: 56, birth: 85, lang: 77, occ: 68, income: 47
ID: 104, age: 54, gender: 97, martial: 82, race: 87, birth: 53, lang: 55, occ: 6, income: 26
ID: 105, age: 52, gender: 80, martial: 23, race: 25, birth: 91, lang: 75, occ: 47, income: 95
ID: 106, age: 18, gender: 1, martial: 36, race: 19, birth: 62, lang: 33, occ: 87, income: 82
ID: 107, age: 93, gender: 40, martial: 51, race: 66, birth: 13, lang: 3, occ: 79, income: 5
ID: 108, age: 25, gender: 2, martial: 95, race: 30, birth: 48, lang: 98, occ: 48, income: 9
ID: 109, age: 87, gender: 72, martial: 49, race: 53, birth: 20, lang: 17, occ: 30, income: 43
ID: 110, age: 51, gender: 26, martial: 51, race: 94, birth: 8, lang: 49, occ: 57, income: 37
ID: 111, age: 93, gender: 93, martial: 4, race: 84, birth: 48, lang: 64, occ: 81, income: 30
ID: 112, age: 82, gender: 60, martial: 48, race: 87, birth: 35, lang: 94, occ: 91, income: 4
ID: 113, age: 68, gender: 71, martial: 27, race: 79, birth: 31, lang: 2, occ: 29, income: 78
ID: 114, age: 53, gender: 81, martial: 54, race: 23, birth: 30, lang: 76, occ: 20, income: 84
ID: 115, age: 58, gender: 17, martial: 47, race: 54, birth: 72, lang: 54, occ: 97, income: 35
ID: 116, age: 38, gender: 12, martial: 6, race: 60, birth: 78, lang: 93, occ: 11, income: 39
ID: 117, age: 30, gender: 86, martial: 93, race: 93, birth: 18, lang: 22, occ: 14, income: 87
ID: 118, age: 4, gender: 94, martial: 94, race: 16, birth: 89, lang: 12, occ: 62, income: 65
ID: 119, age: 87, gender: 8, martial: 45, race: 96, birth: 97, lang: 28, occ: 48, income: 43
ID: 120, age: 47, gender: 59, martial: 77, race: 59, birth: 69, lang: 65, occ: 1, income: 9
ID: 121, age: 92, gender: 19, martial: 4, race: 26, birth: 37, lang: 65, occ: 81, income: 43
ID: 122, age: 21, gender: 39, martial: 27, race: 77, birth: 83, lang: 81, occ: 31, income: 66
ID: 123, age: 21, gender: 11, martial: 78, race: 12, birth: 24, lang: 70, occ: 67, income: 76
ID: 124, age: 48, gender: 90, martial: 2, race: 53, birth: 43, lang: 42, occ: 76, income: 32
ID: 125, age: 30, gender: 54, martial: 56, race: 64, birth: 62, lang: 37, occ: 8, income: 35
ID: 126, age: 42, gender: 38, martial: 4, race: 14, birth: 17, lang: 65, occ: 87, income: 88
ID: 127, age: 23, gender: 9, martial: 77, race: 39, birth: 88, lang: 66, occ: 61, income: 23
ID: 128, age: 93, gender: 7, martial: 9, race: 58, birth: 58, lang: 67, occ: 4, income: 53
ID: 129, age: 93, gender: 64, martial: 61, race: 53, birth: 33, lang: 55, occ: 44, income: 69
ID: 130, age: 61, gender: 9, martial: 1, race: 86, birth: 15, lang: 10, occ: 81, income: 0
ID: 131, age: 59, gender: 29, martial: 11, race: 53, birth: 5, lang: 49, occ: 76, income: 14
ID: 132, age: 27, gender: 18, martial: 28, race: 57, birth: 73, lang: 69, occ: 96, income: 15
ID: 133, age: 88, gender: 23, martial: 76, race: 87, birth: 78, lang: 12, occ: 26, income: 25
ID: 134, age: 0, gender: 9, martial: 64, race: 86, birth: 96, lang: 55, occ: 33, income: 10
ID: 135, age: 37, gender: 57, martial: 35, race: 70, birth: 46, lang: 6, occ: 59, income: 92
ID: 136, age: 32, gender: 19, martial: 80, race: 7, birth: 92, lang: 10, occ: 26, income: 83
ID: 137, age: 70, gender: 34, martial: 85, race: 60, birth: 94, lang: 62, occ: 32, income: 6
ID: 138, age: 50, gender: 57, martial: 28, race: 57, birth: 57, lang: 18, occ: 41, income: 18
ID: 139, age: 37, gender: 46, martial: 57, race: 2, birth: 9, lang: 48, occ: 15, income: 39
ID: 140, age: 47, gender: 74, martial: 1, race: 40, birth: 42, lang: 30, occ: 8, income: 35
ID: 141, age: 92, gender: 68, martial: 27, race: 21, birth: 98, lang: 93, occ: 36, income: 85
ID: 142, age: 10, gender: 79, martial: 10, race: 19, birth: 77, lang: 1, occ: 39, income: 20
ID: 143, age: 72, gender: 18, martial: 17, race: 36, birth: 80, lang: 19, occ: 27, income: 26
ID: 144, age: 87, gender: 64, martial: 41, race: 1, birth: 17, lang: 14, occ: 48, income: 77
ID: 145, age: 8, gender: 95, martial: 5, race: 88, birth: 51, lang: 85, occ: 9, income: 77
ID: 146, age: 84, gender: 77, martial: 17, race: 6, birth: 15, lang: 38, occ: 96, income: 96
ID: 147, age: 94, gender: 5, martial: 35, race: 65, birth: 33, lang: 65, occ: 96, income: 97
ID: 148, age: 90, gender: 23, martial: 28, race: 61, birth: 84, lang: 12, occ: 20, income: 83
ID: 149, age: 10, gender: 87, martial: 40, race: 14, birth: 26, lang: 93, occ: 8, income: 38
ID: 150, age: 91, gender: 31, martial: 55, race: 94, birth: 95, lang: 78, occ: 25, income: 36
ID: 151, age: 66, gender: 16, martial: 82, race: 83, birth: 21, lang: 77, occ: 48, income: 4
ID: 152, age: 98, gender: 10, martial: 26, race: 8, birth: 67, lang: 3, occ: 28, income: 54
ID: 153, age: 32, gender: 63, martial: 64, race: 44, birth: 1, lang: 25, occ: 3, income: 87
ID: 154, age: 5, gender: 27, martial: 11, race: 1, birth: 35, lang: 79, occ: 93, income: 89
ID: 155, age: 45, gender: 61, martial: 42, race: 38, birth: 43, lang: 26, occ: 4, income: 59
ID: 156, age: 82, gender: 81, martial: 22, race: 95, birth: 31, lang: 12, occ: 16, income: 22
ID: 157, age: 63, gender: 6, martial: 50, race: 22, birth: 74, lang: 35, occ: 6, income: 78
ID: 158, age: 60, gender: 2, martial: 26, race: 49, birth: 45, lang: 99, occ: 38, income: 44
ID: 159, age: 97, gender: 17, martial: 69, race: 75, birth: 72, lang: 55, occ: 80, income: 82
ID: 160, age: 34, gender: 66, martial: 62, race: 56, birth: 32, lang: 80, occ: 82, income: 37
ID: 161, age: 0, gender: 6, martial: 67, race: 4, birth: 43, lang: 8, occ: 53, income: 20
ID: 162, age: 17, gender: 18, martial: 51, race: 35, birth: 6, lang: 97, occ: 57, income: 5
ID: 163, age: 84, gender: 4, martial: 59, race: 95, birth: 6, lang: 42, occ: 26, income: 31
ID: 164, age: 23, gender: 84, martial: 35, race: 50, birth: 98, lang: 17, occ: 36, income: 41
ID: 165, age: 69, gender: 97, martial: 24, race: 12, birth: 97, lang: 66, occ: 45, income: 41
ID: 166, age: 28, gender: 87, martial: 45, race: 97, birth: 69, lang: 27, occ: 46, income: 34
ID: 167, age: 34, gender: 3, martial: 43, race: 40, birth: 18, lang: 87, occ: 81, income: 71
ID: 168, age: 0, gender: 53, martial: 20, race: 7, birth: 30, lang: 84, occ: 72, income: 79
ID: 169, age: 81, gender: 98, martial: 46, race: 47, birth: 29, lang: 97, occ: 71, income: 65
ID: 170, age: 94, gender: 70, martial: 90, race: 23, birth: 89, lang: 51, occ: 25, income: 92
ID: 171, age: 31, gender: 49, martial: 16, race: 0, birth: 63, lang: 13, occ: 57, income: 23
ID: 172, age: 71, gender: 48, martial: 18, race: 6, birth: 47, lang: 13, occ: 85, income: 88
ID: 173, age: 36, gender: 22, martial: 51, race: 44, birth: 41, lang: 53, occ: 97, income: 41
ID: 174, age: 90, gender: 98, martial: 0, race: 67, birth: 52, lang: 78, occ: 25, income: 29
ID: 175, age: 19, gender: 40, martial: 7, race: 79, birth: 9, lang: 6, occ: 63, income: 57
ID: 176, age: 66, gender: 74, martial: 19, race: 24, birth: 51, lang: 19, occ: 6, income: 93
ID: 177, age: 60, gender: 49, martial: 81, race: 31, birth: 60, lang: 7, occ: 27, income: 16
ID: 178, age: 36, gender: 21, martial: 14, race: 27, birth: 78, lang: 64, occ: 27, income: 59
ID: 179, age: 31, gender: 81, martial: 89, race: 86, birth: 9, lang: 97, occ: 79, income: 78
ID: 180, age: 87, gender: 90, martial: 9, race: 71, birth: 72, lang: 34, occ: 0, income: 95
ID: 181, age: 41, gender: 79, martial: 49, race: 82, birth: 19, lang: 0, occ: 49, income: 36
ID: 182, age: 40, gender: 43, martial: 45, race: 10, birth: 55, lang: 72, occ: 95, income: 28
ID: 183, age: 77, gender: 94, martial: 30, race: 29, birth: 62, lang: 49, occ: 40, income: 24
ID: 184, age: 78, gender: 93, martial: 39, race: 89, birth: 5, lang: 49, occ: 28, income: 82
ID: 185, age: 22, gender: 64, martial: 29, race: 94, birth: 70, lang: 97, occ: 45, income: 88
ID: 186, age: 57, gender: 26, martial: 24, race: 33, birth: 86, lang: 29, occ: 88, income: 24
ID: 187, age: 45, gender: 74, martial: 65, race: 10, birth: 45, lang: 19, occ: 28, income: 16
ID: 188, age: 2, gender: 61, martial: 43, race: 14, birth: 83, lang: 50, occ: 23, income: 94
ID: 189, age: 64, gender: 8, martial: 41, race: 40, birth: 34, lang: 25, occ: 11, income: 40
ID: 190, age: 29, gender: 19, martial: 81, race: 13, birth: 62, lang: 3, occ: 89, income: 29
ID: 191, age: 50, gender: 17, martial: 1, race: 4, birth: 72, lang: 27, occ: 38, income: 61
ID: 192, age: 55, gender: 46, martial: 99, race: 63, birth: 91, lang: 85, occ: 19, income: 77
ID: 193, age: 93, gender: 66, martial: 50, race: 64, birth: 50, lang: 90, occ: 23, income: 10
ID: 194, age: 64, gender: 87, martial: 26, race: 3, birth: 57, lang: 55, occ: 21, income: 92
ID: 195, age: 48, gender: 22, martial: 57, race: 19, birth: 20, lang: 88, occ: 66, income: 64
ID: 196, age: 69, gender: 47, martial: 90, race: 59, birth: 92, lang: 92, occ: 8, income: 77
ID: 197, age: 84, gender: 22, martial: 37, race: 92, birth: 29, lang: 71, occ: 89, income: 13
ID: 198, age: 71, gender: 30, martial: 80, race: 55, birth: 14, lang: 41, occ: 29, income: 59
ID: 199, age: 5, gender: 66, martial: 66, race: 28, birth: 18, lang: 44, occ: 71, income: 46
ID: 200, age: 13, gender: 54, martial: 97, race: 48, birth: 85, lang: 49, occ: 58, income: 26
ID: 201, age: 26, gender: 66, martial: 16, race: 15, birth: 30, lang: 42, occ: 25, income: 38
ID: 202, age: 87, gender: 76, martial: 22, race: 88, birth: 52, lang: 40, occ: 8, income: 97
ID: 203, age: 17, gender: 79, martial: 23, race: 38, birth: 22, lang: 5, occ: 72, income: 93
ID: 204, age: 16, gender: 96, martial: 9, race: 78, birth: 82, lang: 2, occ: 29, income: 82
ID: 205, age: 4, gender: 27, martial: 65, race: 7, birth: 1, lang: 99, occ: 90, income: 34
ID: 206, age: 35, gender: 53, martial: 37, race: 90, birth: 14, lang: 9, occ: 67, income: 73
ID: 207, age: 67, gender: 16, martial: 37, race: 33, birth: 99, lang: 57, occ: 10, income: 9
ID: 208, age: 66, gender: 64, martial: 98, race: 80, birth: 96, lang: 50, occ: 71, income: 18
ID: 209, age: 6, gender: 52, martial: 47, race: 81, birth: 47, lang: 68, occ: 63, income: 88
ID: 210, age: 11, gender: 44, martial: 25, race: 50, birth: 9, lang: 20, occ: 13, income: 67
ID: 211, age: 9, gender: 88, martial: 79, race: 91, birth: 21, lang: 10, occ: 2, income: 35
ID: 212, age: 81, gender: 48, martial: 21, race: 40, birth: 82, lang: 57, occ: 90, income: 50
ID: 213, age: 83, gender: 24, martial: 32, race: 16, birth: 18, lang: 28, occ: 68, income: 37
ID: 214, age: 10, gender: 6, martial: 36, race: 22, birth: 95, lang: 92, occ: 97, income: 45
ID: 215, age: 50, gender: 90, martial: 19, race: 48, birth: 81, lang: 31, occ: 69, income: 38
ID: 216, age: 10, gender: 83, martial: 32, race: 21, birth: 2, lang: 32, occ: 99, income: 62
ID: 217, age: 42, gender: 0, martial: 4, race: 96, birth: 17, lang: 28, occ: 64, income: 1
ID: 218, age: 19, gender: 86, martial: 48, race: 80, birth: 76, lang: 89, occ: 92, income: 1
ID: 219, age: 2, gender: 19, martial: 43, race: 88, birth: 17, lang: 52, occ: 17, income: 17
ID: 220, age: 36, gender: 25, martial: 40, race: 35, birth: 15, lang: 57, occ: 3, income: 42
ID: 221, age: 63, gender: 95, martial: 5, race: 10, birth: 53, lang: 53, occ: 5, income: 56
ID: 222, age: 53, gender: 1, martial: 77, race: 84, birth: 30, lang: 91, occ: 36, income: 49
ID: 223, age: 43, gender: 89, martial: 41, race: 48, birth: 87, lang: 22, occ: 53, income: 46
ID: 224, age: 47, gender: 68, martial: 36, race: 39, birth: 32, lang: 58, occ: 46, income: 44
ID: 225, age: 81, gender: 19, martial: 47, race: 31, birth: 55, lang: 0, occ: 74, income: 93
ID: 226, age: 38, gender: 74, martial: 64, race: 40, birth: 20, lang: 11, occ: 62, income: 84
ID: 227, age: 38, gender: 9, martial: 67, race: 42, birth: 66, lang: 25, occ: 48, income: 17
ID: 228, age: 1, gender: 4, martial: 91, race: 7, birth: 56, lang: 70, occ: 19, income: 65
ID: 229, age: 40, gender: 29, martial: 27, race: 4, birth: 48, lang: 56, occ: 4, income: 17
ID: 230, age: 26, gender: 72, martial: 86, race: 56, birth: 82, lang: 60, occ: 92, income: 90
ID: 231, age: 34, gender: 67, martial: 5, race: 17, birth: 29, lang: 44, occ: 50, income: 35
ID: 232, age: 46, gender: 85, martial: 47, race: 29, birth: 84, lang: 91, occ: 38, income: 24
ID: 233, age: 15, gender: 47, martial: 76, race: 73, birth: 7, lang: 46, occ: 93, income: 3
ID: 234, age: 85, gender: 55, martial: 21, race: 98, birth: 29, lang: 97, occ: 60, income: 20
ID: 235, age: 32, gender: 75, martial: 82, race: 56, birth: 40, lang: 14, occ: 51, income: 71
ID: 236, age: 68, gender: 99, martial: 1, race: 65, birth: 53, lang: 16, occ: 18, income: 72
ID: 237, age: 46, gender: 35, martial: 27, race: 73, birth: 20, lang: 28, occ: 97, income: 47
ID: 238, age: 29, gender: 23, martial: 82, race: 57, birth: 38, lang: 75, occ: 84, income: 39
ID: 239, age: 44, gender: 73, martial: 44, race: 72, birth: 41, lang: 69, occ: 38, income: 85
ID: 240, age: 42, gender: 0, martial: 48, race: 43, birth: 79, lang: 97, occ: 90, income: 14
ID: 241, age: 47, gender: 69, martial: 49, race: 7, birth: 71, lang: 62, occ: 80, income: 45
ID: 242, age: 15, gender: 24, martial: 60, race: 30, birth: 43, lang: 85, occ: 96, income: 85
ID: 243, age: 4, gender: 18, martial: 81, race: 90, birth: 22, lang: 56, occ: 93, income: 50
ID: 244, age: 13, gender: 61, martial: 88, race: 15, birth: 19, lang: 36, occ: 15, income: 23
ID: 245, age: 15, gender: 74, martial: 53, race: 77, birth: 27, lang: 84, occ: 76, income: 68
ID: 246, age: 74, gender: 46, martial: 82, race: 72, birth: 31, lang: 58, occ: 11, income: 1
ID: 247, age: 59, gender: 74, martial: 15, race: 35, birth: 17, lang: 97, occ: 54, income: 27
ID: 248, age: 70, gender: 11, martial: 91, race: 50, birth: 98, lang: 30, occ: 62, income: 83
ID: 249, age: 53, gender: 64, martial: 72, race: 52, birth: 49, lang: 97, occ: 47, income: 19
ID: 250, age: 35, gender: 34, martial: 82, race: 56, birth: 59, lang: 84, occ: 22, income: 35
ID: 251, age: 33, gender: 83, martial: 79, race: 50, birth: 72, lang: 5, occ: 83, income: 36
ID: 252, age: 28, gender: 65, martial: 47, race: 8, birth: 95, lang: 84, occ: 65, income: 93
ID: 253, age: 22, gender: 5, martial: 41, race: 86, birth: 99, lang: 77, occ: 62, income: 47
ID: 254, age: 12, gender: 58, martial: 19, race: 24, birth: 23, lang: 33, occ: 41, income: 15
ID: 255, age: 87, gender: 38, martial: 19, race: 94, birth: 53, lang: 36, occ: 63, income: 2
ID: 256, age: 21, gender: 73, martial: 47, race: 74, birth: 45, lang: 82, occ: 74, income: 36
ID: 257, age: 10, gender: 22, martial: 77, race: 43, birth: 48, lang: 20, occ: 2, income: 62
ID: 258, age: 30, gender: 7, martial: 91, race: 75, birth: 95, lang: 33, occ: 56, income: 19
ID: 259, age: 52, gender: 89, martial: 25, race: 15, birth: 1, lang: 35, occ: 44, income: 7
ID: 260, age: 33, gender: 95, martial: 70, race: 71, birth: 74, lang: 97, occ: 71, income: 0
ID: 261, age: 16, gender: 29, martial: 56, race: 97, birth: 67, lang: 33, occ: 67, income: 24
ID: 262, age: 64, gender: 73, martial: 70, race: 5, birth: 91, lang: 11, occ: 14, income: 64
ID: 263, age: 34, gender: 82, martial: 55, race: 34, birth: 30, lang: 66, occ: 8, income: 14
ID: 264, age: 25, gender: 86, martial: 7, race: 1, birth: 1, lang: 60, occ: 79, income: 78
ID: 265, age: 92, gender: 39, martial: 73, race: 28, birth: 23, lang: 44, occ: 20, income: 26
ID: 266, age: 39, gender: 61, martial: 9, race: 25, birth: 96, lang: 35, occ: 2, income: 39
ID: 267, age: 12, gender: 89, martial: 3, race: 34, birth: 3, lang: 69, occ: 27, income: 17
ID: 268, age: 83, gender: 12, martial: 52, race: 56, birth: 35, lang: 66, occ: 49, income: 34
ID: 269, age: 20, gender: 44, martial: 98, race: 81, birth: 0, lang: 6, occ: 56, income: 72
ID: 270, age: 58, gender: 69, martial: 78, race: 41, birth: 77, lang: 17, occ: 80, income: 52
ID: 271, age: 80, gender: 55, martial: 3, race: 94, birth: 91, lang: 14, occ: 90, income: 57
ID: 272, age: 46, gender: 96, martial: 80, race: 74, birth: 61, lang: 68, occ: 21, income: 53
ID: 273, age: 57, gender: 95, martial: 43, race: 53, birth: 22, lang: 99, occ: 55, income: 89
